FY	Character_Title	Fund_Title	Department_Title	SubObjTitle	budget	Dept	Fund	Char	Sub.obj
2014	Personal Services	General Operating Fund	Records	Overtime-civilian	174304	31	10	1	161
2014	Personal Services	General Operating Fund	Records	Perm Full Time-civilian	2383196	31	10	1	101
2014	Personal Services	General Operating Fund	Records	Plus/minus Gross Adj	63061	31	10	1	109
2014	Purchase of Services	General Operating Fund	Records	Postage	1882	31	10	2	210
2014	Materials and Supplies	General Operating Fund	Records	Precision, Photographic and Artists	28023	31	10	3	324
2014	Materials and Supplies	General Operating Fund	Records	Printing	6266	31	10	3	325
2014	Purchase of Services	General Operating Fund	Records	Professional Consult/spec Services	733102	31	10	2	250
2014	Purchase of Services	General Operating Fund	Records	Purchase Services-imprest Advances	2786	31	10	2	295
2014	Purchase of Services	General Operating Fund	Records	Rents	606	31	10	2	285
2014	Purchase of Services	General Operating Fund	Records	Repair and Maintenance Charges	83843	31	10	2	260
2014	Personal Services	General Operating Fund	Records	Salary Control	15226	31	10	1	100
2014	Personal Services	General Operating Fund	Records	Shift	1436	31	10	1	181
2014	Personal Services	General Operating Fund	Records	Temporary/seasonal	21621	31	10	1	121
2014	Purchase of Services	General Operating Fund	Records	Transportation	710	31	10	2	211
2014	Personal Services	General Operating Fund	Historical Commission	Board	2520	32	10	1	131
2014	Materials and Supplies	General Operating Fund	Historical Commission	Office Materials and Supplies	691	32	10	3	320
2014	Personal Services	General Operating Fund	Historical Commission	Perm Full Time-civilian	337827	32	10	1	101
2014	Personal Services	General Operating Fund	Historical Commission	Plus/minus Gross Adj	4003	32	10	1	109
2014	Materials and Supplies	General Operating Fund	Historical Commission	Printing	98	32	10	3	325
2014	Purchase of Services	General Operating Fund	Historical Commission	Repair and Maintenance Charges	863	32	10	2	260
2014	Personal Services	General Operating Fund	Historical Commission	Salary Control	3622	32	10	1	100
2014	Purchase of Services	General Operating Fund	Historical Commission	Transportation	80	32	10	2	211
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Art Museum	Contributions-gov & Non-prof Not Ed	2550000	34	10	5	517
2014	Personal Services	General Operating Fund	Director of Finance	Salary Control	366286	35	10	1	100
2014	Personal Services	General Operating Fund	Director of Finance	Perm Full Time-civilian	7782928	35	10	1	101
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Perm Full Time-civilian	75000	35	140	1	101
2014	Personal Services	General Operating Fund	Director of Finance	Plus/minus Gross Adj	351485	35	10	1	109
2014	Personal Services	General Operating Fund	Director of Finance	Perm Part Time	17253	35	10	1	111
2014	Personal Services	General Operating Fund	Director of Finance	Temporary/seasonal	28029	35	10	1	121
2014	Personal Services	General Operating Fund	Director of Finance	Board	34900	35	10	1	131
2014	Personal Services	General Operating Fund	Director of Finance	Reg 32-rate 1	1185119	35	10	1	151
2014	Personal Services	General Operating Fund	Director of Finance	Overtime-civilian	38057	35	10	1	161
2014	Personal Services	General Operating Fund	Director of Finance	Holiday "G"(2/3 Shifts)	121	35	10	1	171
2014	Personal Services	General Operating Fund	Director of Finance	Holiday Pay-annual	33802	35	10	1	175
2014	Personal Services	General Operating Fund	Director of Finance	Flex Cash	581845	35	10	1	186
2014	Personal Services	Water Operating Fund	Director of Finance	Flex Cash	22234	35	20	1	186
2014	Personal Services	Airport Operating Fund	Director of Finance	Flex Cash	20004	35	90	1	186
2014	Personal Services	Community Development Fund	Director of Finance	Flex Cash	5880	35	100	1	186
2014	Personal Services	General Operating Fund	Director of Finance	Worker's Comp-disability Comp	30383269	35	10	1	187
2014	Personal Services	Water Operating Fund	Director of Finance	Worker's Comp-disability Comp	1327564	35	20	1	187
2014	Personal Services	Airport Operating Fund	Director of Finance	Worker's Comp-disability Comp	537867	35	90	1	187
2014	Personal Services	Community Development Fund	Director of Finance	Worker's Comp-disability Comp	73903	35	100	1	187
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Worker's Comp-disability Comp	2596	35	140	1	187
2014	Personal Services	General Operating Fund	Director of Finance	Worker's Comp-medical	25266902	35	10	1	188
2014	Personal Services	Water Operating Fund	Director of Finance	Worker's Comp-medical	1741456	35	20	1	188
2014	Personal Services	Airport Operating Fund	Director of Finance	Worker's Comp-medical	716986	35	90	1	188
2014	Personal Services	General Operating Fund	Director of Finance	Medicare Tax	20649803	35	10	1	189
2014	Personal Services	Water Operating Fund	Director of Finance	Medicare Tax	1506359	35	20	1	189
2014	Personal Services	Airport Operating Fund	Director of Finance	Medicare Tax	856991	35	90	1	189
2014	Personal Services	Community Development Fund	Director of Finance	Medicare Tax	61313	35	100	1	189
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Medicare Tax	2754	35	140	1	189
2014	Personal Services	General Operating Fund	Director of Finance	Pension-obligation Bond Payments	211014165	35	10	1	190
2014	Personal Services	Water Operating Fund	Director of Finance	Pension-obligation Bond Payments	22450403	35	20	1	190
2014	Personal Services	Airport Operating Fund	Director of Finance	Pension-obligation Bond Payments	11236721	35	90	1	190
2014	Personal Services	Community Development Fund	Director of Finance	Pension-obligation Bond Payments	680969	35	100	1	190
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Pension-obligation Bond Payments	4085	35	140	1	190
2014	Personal Services	General Operating Fund	Director of Finance	Pension-actual	435378465	35	10	1	191
2014	Personal Services	Water Operating Fund	Director of Finance	Pension-actual	38305052	35	20	1	191
2014	Personal Services	Special Gasoline Tax Fund	Director of Finance	Pension-actual	500000	35	50	1	191
2014	Personal Services	Airport Operating Fund	Director of Finance	Pension-actual	22466688	35	90	1	191
2014	Personal Services	Community Development Fund	Director of Finance	Pension-actual	1349015	35	100	1	191
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Pension-actual	23008	35	140	1	191
2014	Personal Services	General Operating Fund	Director of Finance	FICA Taxes	46801306	35	10	1	192
2014	Personal Services	Water Operating Fund	Director of Finance	FICA Taxes	6436899	35	20	1	192
2014	Personal Services	Airport Operating Fund	Director of Finance	FICA Taxes	2596704	35	90	1	192
2014	Personal Services	Community Development Fund	Director of Finance	FICA Taxes	261015	35	100	1	192
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	FICA Taxes	11775	35	140	1	192
2014	Personal Services	General Operating Fund	Director of Finance	Medical Health & Welfare Credit	407804955	35	10	1	193
2014	Personal Services	Water Operating Fund	Director of Finance	Medical Health & Welfare Credit	29276513	35	20	1	193
2014	Personal Services	Special Gasoline Tax Fund	Director of Finance	Medical Health & Welfare Credit	500000	35	50	1	193
2014	Personal Services	Airport Operating Fund	Director of Finance	Medical Health & Welfare Credit	15965152	35	90	1	193
2014	Personal Services	Community Development Fund	Director of Finance	Medical Health & Welfare Credit	771485	35	100	1	193
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Medical Health & Welfare Credit	213430	35	140	1	193
2014	Personal Services	General Operating Fund	Director of Finance	Group Life Insurance	7124743	35	10	1	194
2014	Personal Services	Water Operating Fund	Director of Finance	Group Life Insurance	136801	35	20	1	194
2014	Personal Services	Airport Operating Fund	Director of Finance	Group Life Insurance	78734	35	90	1	194
2014	Personal Services	Community Development Fund	Director of Finance	Group Life Insurance	38241	35	100	1	194
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Group Life Insurance	137	35	140	1	194
2014	Personal Services	General Operating Fund	Director of Finance	Group Legal Insurance	4107181	35	10	1	195
2014	Personal Services	Water Operating Fund	Director of Finance	Group Legal Insurance	271723	35	20	1	195
2014	Personal Services	Airport Operating Fund	Director of Finance	Group Legal Insurance	175864	35	90	1	195
2014	Personal Services	Community Development Fund	Director of Finance	Group Legal Insurance	5340	35	100	1	195
2014	Personal Services	Acute Care Hospital Assessment Fund	Director of Finance	Group Legal Insurance	384	35	140	1	195
2014	Personal Services	General Operating Fund	Director of Finance	Unemployment Comp Insurance	2801905	35	10	1	196
2014	Personal Services	Water Operating Fund	Director of Finance	Unemployment Comp Insurance	282195	35	20	1	196
2014	Personal Services	Airport Operating Fund	Director of Finance	Unemployment Comp Insurance	141931	35	90	1	196
2014	Personal Services	Community Development Fund	Director of Finance	Unemployment Comp Insurance	9857	35	100	1	196
2014	Personal Services	General Operating Fund	Director of Finance	Auto Mechanic Tool Insurance	94250	35	10	1	197
2014	Personal Services	Water Operating Fund	Director of Finance	Auto Mechanic Tool Insurance	42600	35	20	1	197
2014	Personal Services	Airport Operating Fund	Director of Finance	Auto Mechanic Tool Insurance	14200	35	90	1	197
2014	Personal Services	General Operating Fund	Director of Finance	Sick Pay(b Time)-civilian	1584	35	10	1	199
2014	Purchase of Services	General Operating Fund	Director of Finance	Telephone	554	35	10	2	209
2014	Purchase of Services	General Operating Fund	Director of Finance	Postage	1145	35	10	2	210
2014	Purchase of Services	General Operating Fund	Director of Finance	Transportation	47342	35	10	2	211
2014	Purchase of Services	General Operating Fund	Director of Finance	Commercial off-shelf Comp Software	140	35	10	2	216
2014	Purchase of Services	General Operating Fund	Director of Finance	Meals-non-travel & officl Entertain	72243	35	10	2	230
2014	Purchase of Services	General Operating Fund	Director of Finance	Advertising/Promotional Activities	1355	35	10	2	240
2014	Purchase of Services	General Operating Fund	Director of Finance	Professional Consult/spec Services	1505921	35	10	2	250
2014	Purchase of Services	General Operating Fund	Director of Finance	Information Technology-prof Service	1419200	35	10	2	251
2014	Purchase of Services	General Operating Fund	Director of Finance	Accounting and Auditing Services	45000	35	10	2	252
2014	Purchase of Services	General Operating Fund	Director of Finance	Legal Services	4490	35	10	2	253
2014	Purchase of Services	General Operating Fund	Director of Finance	Dues	93022	35	10	2	255
2014	Purchase of Services	General Operating Fund	Director of Finance	Seminar and Training Sessions	16024	35	10	2	256
2014	Purchase of Services	General Operating Fund	Director of Finance	Court Reporters	16440	35	10	2	258
2014	Purchase of Services	General Operating Fund	Director of Finance	Repair and Maintenance Charges	60277	35	10	2	260
2014	Purchase of Services	General Operating Fund	Director of Finance	Maint/support-computr Hardware/soft	31426	35	10	2	266
2014	Purchase of Services	General Operating Fund	Director of Finance	Witness Fees	62103	35	10	2	277
2014	Purchase of Services	General Operating Fund	Director of Finance	Insurance and official Bonds	1120450	35	10	2	280
2014	Purchase of Services	Airport Operating Fund	Director of Finance	Insurance and official Bonds	2673504	35	90	2	280
2014	Purchase of Services	General Operating Fund	Director of Finance	Payments For Burials and Graves	95450	35	10	2	298
2014	Materials and Supplies	General Operating Fund	Director of Finance	Books and Other Publications	12892	35	10	3	304
2014	Materials and Supplies	General Operating Fund	Director of Finance	Office Materials and Supplies	26685	35	10	3	320
2014	Materials and Supplies	General Operating Fund	Director of Finance	Precision, Photographic and Artists	14667	35	10	3	324
2014	Materials and Supplies	General Operating Fund	Director of Finance	Printing	13850	35	10	3	325
2014	Equipment	General Operating Fund	Director of Finance	Electrical Lighting Communication	11320	35	10	4	410
2014	Equipment	General Operating Fund	Director of Finance	Office Equipment	499	35	10	4	420
2014	Equipment	General Operating Fund	Director of Finance	Computer Equipment & Peripherals	18764	35	10	4	427
2014	Equipment	General Operating Fund	Director of Finance	Furniture and Furnishings	8675	35	10	4	430
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Meritorious Awards	18000	35	10	5	504
2014	Contributions, Indemnities, Refunds, Taxes	Grants Revenue Fund	Director of Finance	Meritorious Awards	118498	35	80	5	504
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Contributions-ed & Non-prof Rec Org	140459307	35	10	5	505
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Refunds	100000	35	10	5	512
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Contributions-gov & Non-prof Not Ed	4156348	35	10	5	517
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Employee Claims-nonworkcomp/non-pun	575	35	10	5	0584N
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Other Misc Claims - Non-punitive	686	35	10	5	0589N
2014	Purchase of Services	General Operating Fund	Revenue	Advertising/Promotional Activities	222	36	10	2	240
2014	Materials and Supplies	General Operating Fund	Revenue	Books and Other Publications	21366	36	10	3	304
2014	Materials and Supplies	General Operating Fund	Revenue	Building and Construction	3873	36	10	3	305
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Revenue	Civil Rights	36000	36	10	5	581
2014	Equipment	General Operating Fund	Revenue	Construction, Dredging, Conveying	278	36	10	4	405
2014	Purchase of Services	General Operating Fund	Revenue	Court Reporters	1552	36	10	2	258
2014	Materials and Supplies	General Operating Fund	Revenue	Dry Goods/notions/wearing Apparel	1657	36	10	3	308
2014	Purchase of Services	General Operating Fund	Revenue	Dues	19671	36	10	2	255
2014	Materials and Supplies	General Operating Fund	Revenue	Electrical and Communication	149	36	10	3	310
2014	Equipment	General Operating Fund	Revenue	Electrical Lighting Communication	5988	36	10	4	410
2014	Equipment	General Operating Fund	Revenue	Furniture and Furnishings	15938	36	10	4	430
2014	Materials and Supplies	General Operating Fund	Revenue	Gasoline	15	36	10	3	345
2014	Equipment	General Operating Fund	Revenue	General Equipment and Machinery	204	36	10	4	411
