Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Group Legal Insurance,20976
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Group Life Insurance,24824
"Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Holiday ""G""(2/3 Shifts)",2935
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Information Technology-prof Service,877770
"Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Janitorial, Laundry and Household",1128
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Legal Services,143500
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Licenses Permits Inspection Charges,40
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Maint/support-computr Hardware/soft,1050
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Medical Health & Welfare Credit,2084854
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Medicare Tax,132355
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Mental Health & Retardation Service,159907221
Equipment-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Office Equipment,37050
Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Office Materials and Supplies,75060
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Overtime-civilian,186294
Payments to Other Funds-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Payments To General Fund,74130
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Pension-actual,3908575
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Pension-obligation Bond Payments,680361
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Perm Full Time-civilian,13968266
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Perm Part Time,36168
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Plus/minus Gross Adj,369445
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Postage,22500
"Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Precision, Photographic and Artists",26272
Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Printing,14456
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Professional Consult/spec Services,44250270
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Rents,25166
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Repair and Maintenance Charges,38569
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Salary Control,57313
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Seminar and Training Sessions,555
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Shift,3424
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Sick Pay(b Time)-civilian,4864
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Telephone,55743
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Transportation,65482
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Worker's Comp-disability Comp,185464
Purchase of Services-General Operating Fund-Recreation-Advertising/Promotional Activities,80
Materials and Supplies-General Operating Fund-Recreation-Agricultural and Botanical,33311
Purchase of Services-General Operating Fund-Recreation-Architectural & Engineering Srvcs,3390
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Auto - Motor Vehicle",25000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Auto-motor Vehicle/non-punitive Dam",4702
Materials and Supplies-General Operating Fund-Recreation-Books and Other Publications,919
Materials and Supplies-General Operating Fund-Recreation-Building and Construction,256518
Materials and Supplies-General Operating Fund-Recreation-Chemicals and Gases,365174
Purchase of Services-General Operating Fund-Recreation-Cleaning and Laundering,45390
Purchase of Services-General Operating Fund-Recreation-Commercial off-shelf Comp Software,31356
Equipment-General Operating Fund-Recreation-Computer Equipment & Peripherals,60374
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Contributions-ed & Non-prof Rec Org",2289500
Materials and Supplies-General Operating Fund-Recreation-Cordage and Fibers,162
Materials and Supplies-General Operating Fund-Recreation-Dry Goods/notions/wearing Apparel,123356
Personal Services-General Operating Fund-Recreation-Dual/relief-full time-civilian,48399
Purchase of Services-General Operating Fund-Recreation-Dues,16540
Materials and Supplies-General Operating Fund-Recreation-Electrical and Communication,223523
Equipment-General Operating Fund-Recreation-Equipment Control,19540
Materials and Supplies-General Operating Fund-Recreation-Fire Fighting and Safety,4238
Materials and Supplies-General Operating Fund-Recreation-Food,9570
Materials and Supplies-General Operating Fund-Recreation-Fuel -- Heating and Lighting,228294
Equipment-General Operating Fund-Recreation-Furniture and Furnishings,25291
Materials and Supplies-General Operating Fund-Recreation-Gasoline,26
Equipment-General Operating Fund-Recreation-General Equipment and Machinery,98072
Materials and Supplies-General Operating Fund-Recreation-General Hardware and Minor Tools,123376
"Personal Services-General Operating Fund-Recreation-Holiday ""G""(2/3 Shift) Dual/relief",469
"Personal Services-General Operating Fund-Recreation-Holiday ""G""(2/3 Shifts)",136555
Materials and Supplies-General Operating Fund-Recreation-Hospital and Laboratory,9738
Purchase of Services-General Operating Fund-Recreation-Insurance and official Bonds,13836
Purchase of Services-General Operating Fund-Recreation-Janitorial Services,39900
"Materials and Supplies-General Operating Fund-Recreation-Janitorial, Laundry and Household",268451
Purchase of Services-General Operating Fund-Recreation-Legal Services,48398
Purchase of Services-General Operating Fund-Recreation-Licenses Permits Inspection Charges,2194
Materials and Supplies-General Operating Fund-Recreation-Liquid Propane Gas (LPG),14753
Materials and Supplies-General Operating Fund-Recreation-Lubricants,703
Purchase of Services-General Operating Fund-Recreation-Maint/support-computr Hardware/soft,151
Materials and Supplies-General Operating Fund-Recreation-Materials & Supplies Control,46619
Purchase of Services-General Operating Fund-Recreation-Meals-non-travel & officl Entertain,4674
Materials and Supplies-General Operating Fund-Recreation-Motor Vehicle Parts and Accessories,6349
Equipment-General Operating Fund-Recreation-Office Equipment,468
Materials and Supplies-General Operating Fund-Recreation-Office Materials and Supplies,37140
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Other Non-automotive",676110
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Other Non-automotive/non-punitive",1500
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Other Non-automotive/non-punitive",36990
Personal Services-General Operating Fund-Recreation-Overtime-civilian,3444823
Personal Services-General Operating Fund-Recreation-Overtime/shift-dual/relief,543
Personal Services-General Operating Fund-Recreation-Overtime/shift-uniform,13920
Personal Services-General Operating Fund-Recreation-Perm Full Time-civilian,27094790
Personal Services-General Operating Fund-Recreation-Perm Part Time,1925243
Materials and Supplies-General Operating Fund-Recreation-Plumbing/air Conditioning/space Htg,343933
Equipment-General Operating Fund-Recreation-Plumbing/air Conditioning/space Htg,53015
Personal Services-General Operating Fund-Recreation-Plus/minus Gross Adj,497810
"Materials and Supplies-General Operating Fund-Recreation-Precision, Photographic and Artists",33998
Materials and Supplies-General Operating Fund-Recreation-Printing,1470
Purchase of Services-General Operating Fund-Recreation-Professional Consult/spec Services,5189864
Purchase of Services-General Operating Fund-Recreation-Purchase Services-imprest Advances,2017
Materials and Supplies-General Operating Fund-Recreation-Recreational and Educational,158066
Equipment-General Operating Fund-Recreation-Recreational and Educational,42066
Purchase of Services-General Operating Fund-Recreation-Rents,290382
Purchase of Services-General Operating Fund-Recreation-Repair and Maintenance Charges,671578
Purchase of Services-General Operating Fund-Recreation-Repaving Repairing & Resurf Streets,26
Personal Services-General Operating Fund-Recreation-Salary Control,575690
Purchase of Services-General Operating Fund-Recreation-Seminar and Training Sessions,5799
Personal Services-General Operating Fund-Recreation-Shift,98714
Personal Services-General Operating Fund-Recreation-Sick Pay(b Time)-civilian,81870
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Sidewalk Falls",1049900
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Recreation-Sidewalk Falls-non-punitive Damages",5000
Materials and Supplies-General Operating Fund-Recreation-Small Power Tools and Hand Tools,44835
Purchase of Services-General Operating Fund-Recreation-Telephone,2606
Personal Services-General Operating Fund-Recreation-Temporary/seasonal,7088818
Purchase of Services-General Operating Fund-Recreation-Transportation,6261
Equipment-General Operating Fund-Recreation-Vehicles -- Motor and Motorless,262594
Purchase of Services-Grants Revenue Fund-Recreation-Cleaning and Laundering,25175
Materials and Supplies-Grants Revenue Fund-Recreation-Dry Goods/notions/wearing Apparel,86
Personal Services-Grants Revenue Fund-Recreation-FICA Taxes,79558
Materials and Supplies-Grants Revenue Fund-Recreation-Food,5266471
Personal Services-Grants Revenue Fund-Recreation-Group Legal Insurance,1740
Personal Services-Grants Revenue Fund-Recreation-Group Life Insurance,582
"Personal Services-Grants Revenue Fund-Recreation-Holiday ""G""(2/3 Shifts)",265
"Materials and Supplies-Grants Revenue Fund-Recreation-Janitorial, Laundry and Household",79249
Materials and Supplies-Grants Revenue Fund-Recreation-Materials & Supplies Control,19389
Purchase of Services-Grants Revenue Fund-Recreation-Meals-non-travel & officl Entertain,13625
Personal Services-Grants Revenue Fund-Recreation-Medical Health & Welfare Credit,81714
Personal Services-Grants Revenue Fund-Recreation-Medicare Tax,20985
Materials and Supplies-Grants Revenue Fund-Recreation-Office Materials and Supplies,23412
Personal Services-Grants Revenue Fund-Recreation-Overtime-civilian,29353
Personal Services-Grants Revenue Fund-Recreation-Pension-actual,73034
Personal Services-Grants Revenue Fund-Recreation-Pension-obligation Bond Payments,42221
Personal Services-Grants Revenue Fund-Recreation-Perm Full Time-civilian,745378
Personal Services-Grants Revenue Fund-Recreation-Perm Part Time,2070
Personal Services-Grants Revenue Fund-Recreation-Plus/minus Gross Adj,37096
"Materials and Supplies-Grants Revenue Fund-Recreation-Precision, Photographic and Artists",2144
Materials and Supplies-Grants Revenue Fund-Recreation-Printing,9148
Purchase of Services-Grants Revenue Fund-Recreation-Professional Consult/spec Services,462170
Materials and Supplies-Grants Revenue Fund-Recreation-Recreational and Educational,9894
Purchase of Services-Grants Revenue Fund-Recreation-Rents,36800
Purchase of Services-Grants Revenue Fund-Recreation-Repair and Maintenance Charges,7210
Personal Services-Grants Revenue Fund-Recreation-Salary Control,32425
Purchase of Services-Grants Revenue Fund-Recreation-Seminar and Training Sessions,2460
Personal Services-Grants Revenue Fund-Recreation-Shift,659
Personal Services-Grants Revenue Fund-Recreation-Temporary/seasonal,1527511
Purchase of Services-Grants Revenue Fund-Recreation-Transportation,28928
Personal Services-Grants Revenue Fund-Recreation-Worker's Comp-disability Comp,54792
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Atwater Kent Museum-Contributions-gov & Non-prof Not Ed",50000
"Personal Services-General Operating Fund-Atwater Kent Museum-Holiday ""G""(2/3 Shifts)",105
