FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Purchase of Services,General Operating Fund,Police,Janitorial Services,7800
2013,Purchase of Services,General Operating Fund,Prisons,Janitorial Services,57500
2013,Purchase of Services,General Operating Fund,Public Property,Janitorial Services,4255478.28
2013,Purchase of Services,General Operating Fund,Recreation,Janitorial Services,38735.59
2013,Purchase of Services,General Operating Fund,Streets,Janitorial Services,420
2013,Purchase of Services,Water Operating Fund,Water,Janitorial Services,58179.9
2013,Materials and Supplies,General Operating Fund,City Commissioners,"Janitorial, Laundry and Household",10288
2013,Materials and Supplies,Grants Revenue Fund,City Commissioners,"Janitorial, Laundry and Household",264
2013,Materials and Supplies,General Operating Fund,City Council,"Janitorial, Laundry and Household",6642.84
2013,Materials and Supplies,General Operating Fund,Commerce,"Janitorial, Laundry and Household",342.48
2013,Materials and Supplies,Airport Operating Fund,Commerce,"Janitorial, Laundry and Household",1189148.62
2013,Materials and Supplies,General Operating Fund,Fire,"Janitorial, Laundry and Household",158293.03
2013,Materials and Supplies,Grants Revenue Fund,Fire,"Janitorial, Laundry and Household",262.8
2013,Materials and Supplies,General Operating Fund,Fleet Management,"Janitorial, Laundry and Household",63225.75
2013,Materials and Supplies,General Operating Fund,Free Library,"Janitorial, Laundry and Household",60697.39
2013,Materials and Supplies,Grants Revenue Fund,Free Library,"Janitorial, Laundry and Household",22895.85
2013,Materials and Supplies,General Operating Fund,Health,"Janitorial, Laundry and Household",167765.97
2013,Materials and Supplies,Grants Revenue Fund,Health,"Janitorial, Laundry and Household",106915.96
2013,Materials and Supplies,General Operating Fund,Human Services,"Janitorial, Laundry and Household",27292.9
2013,Materials and Supplies,Grants Revenue Fund,Human Services,"Janitorial, Laundry and Household",32201.49
2013,Materials and Supplies,General Operating Fund,Law,"Janitorial, Laundry and Household",182.48
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,"Janitorial, Laundry and Household",23003.67
2013,Materials and Supplies,General Operating Fund,Managing Director,"Janitorial, Laundry and Household",66844.56
2013,Materials and Supplies,Grants Revenue Fund,Mayor's Office-Community Services,"Janitorial, Laundry and Household",919.52
2013,Materials and Supplies,Grants Revenue Fund,Office of Beh Health & Int Disab Services,"Janitorial, Laundry and Household",902.4
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,"Janitorial, Laundry and Household",35556.63
2013,Materials and Supplies,General Operating Fund,Police,"Janitorial, Laundry and Household",262897.59
2013,Materials and Supplies,Grants Revenue Fund,Police,"Janitorial, Laundry and Household",449.4
2013,Materials and Supplies,General Operating Fund,Prisons,"Janitorial, Laundry and Household",553643.5
2013,Materials and Supplies,General Operating Fund,Public Property,"Janitorial, Laundry and Household",46828.78
2013,Materials and Supplies,General Operating Fund,Records,"Janitorial, Laundry and Household",3.24
2013,Materials and Supplies,General Operating Fund,Recreation,"Janitorial, Laundry and Household",180122.85
2013,Materials and Supplies,Grants Revenue Fund,Recreation,"Janitorial, Laundry and Household",152417.7
2013,Materials and Supplies,General Operating Fund,Revenue,"Janitorial, Laundry and Household",1021.93
2013,Materials and Supplies,Water Operating Fund,Revenue,"Janitorial, Laundry and Household",758.03
2013,Materials and Supplies,General Operating Fund,Sheriff,"Janitorial, Laundry and Household",178.46
2013,Materials and Supplies,General Operating Fund,Streets,"Janitorial, Laundry and Household",204112.85
2013,Materials and Supplies,Grants Revenue Fund,Streets,"Janitorial, Laundry and Household",15046.56
2013,Materials and Supplies,Water Operating Fund,Water,"Janitorial, Laundry and Household",229150.38
2013,Purchase of Services,General Operating Fund,1st Judicial District,Juror Fees,1436644
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Lease Payments-phila Municipal Auth,738000
2013,Purchase of Services,General Operating Fund,Human Services,Lease Payments-phila Municipal Auth,6975113.1
2013,Purchase of Services,Grants Revenue Fund,Human Services,Lease Payments-phila Municipal Auth,634101.19
2013,Purchase of Services,General Operating Fund,Sinking Fund Commission,Lease Payments-phila Municipal Auth,28984284.3
2013,Purchase of Services,Water Operating Fund,Water,Lease Payments-phila Municipal Auth,23712423
2013,Purchase of Services,General Operating Fund,Fleet Management,Lease Purchase -- Vehicles,4483191.85
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Legal Services,48000
2013,Purchase of Services,Airport Operating Fund,Commerce,Legal Services,809703.3
2013,Purchase of Services,General Operating Fund,Director of Finance,Legal Services,20000
2013,Purchase of Services,General Operating Fund,Human Services,Legal Services,460845.63
2013,Purchase of Services,Grants Revenue Fund,Human Services,Legal Services,959106
2013,Purchase of Services,General Operating Fund,Law,Legal Services,3173403.32
2013,Purchase of Services,Airport Operating Fund,Law,Legal Services,399189.22
2013,Purchase of Services,General Operating Fund,Managing Director,Legal Services,49173388.23
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Legal Services,697.9
2013,Purchase of Services,Community Development Fund,Office of Housing,Legal Services,5401
2013,Purchase of Services,Healthchoices Behavioral Health Fund,Office of Beh Health & Int Disab Services,Legal Services,10000
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Legal Services,59736.25
2013,Purchase of Services,General Operating Fund,Public Property,Legal Services,13
2013,Purchase of Services,Grants Revenue Fund,Revenue,Legal Services,10775325.85
2013,Purchase of Services,Water Operating Fund,Water,Legal Services,30000
2013,Materials and Supplies,General Operating Fund,Free Library,Library Materials,1508213.15
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Library Materials,2453839.22
2013,Purchase of Services,General Operating Fund,City Controller,Licenses Permits Inspection Charges,3192
2013,Purchase of Services,Airport Operating Fund,Commerce,Licenses Permits Inspection Charges,21682.5
2013,Purchase of Services,General Operating Fund,Fleet Management,Licenses Permits Inspection Charges,63349.25
2013,Purchase of Services,Water Operating Fund,Fleet Management,Licenses Permits Inspection Charges,2631.66
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Licenses Permits Inspection Charges,423
2013,Purchase of Services,General Operating Fund,Free Library,Licenses Permits Inspection Charges,647
2013,Purchase of Services,Grants Revenue Fund,Free Library,Licenses Permits Inspection Charges,2038
2013,Purchase of Services,General Operating Fund,Health,Licenses Permits Inspection Charges,18454
2013,Purchase of Services,Grants Revenue Fund,Health,Licenses Permits Inspection Charges,930
2013,Purchase of Services,General Operating Fund,Human Services,Licenses Permits Inspection Charges,364.1
2013,Purchase of Services,Grants Revenue Fund,Human Services,Licenses Permits Inspection Charges,28520.01
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Licenses Permits Inspection Charges,110
2013,Purchase of Services,General Operating Fund,Police,Licenses Permits Inspection Charges,300
2013,Purchase of Services,General Operating Fund,Prisons,Licenses Permits Inspection Charges,6803
2013,Purchase of Services,General Operating Fund,Public Property,Licenses Permits Inspection Charges,3099.83
2013,Purchase of Services,General Operating Fund,Recreation,Licenses Permits Inspection Charges,1939.5
2013,Purchase of Services,General Operating Fund,Streets,Licenses Permits Inspection Charges,1110
2013,Purchase of Services,Water Operating Fund,Water,Licenses Permits Inspection Charges,133176.37
2013,Materials and Supplies,Airport Operating Fund,Commerce,Liquid Propane Gas (LPG),1816.35
2013,Materials and Supplies,General Operating Fund,Fire,Liquid Propane Gas (LPG),67.82
2013,Materials and Supplies,General Operating Fund,Health,Liquid Propane Gas (LPG),868.68
2013,Materials and Supplies,General Operating Fund,Managing Director,Liquid Propane Gas (LPG),965.2
2013,Materials and Supplies,General Operating Fund,Police,Liquid Propane Gas (LPG),4697
2013,Materials and Supplies,General Operating Fund,Prisons,Liquid Propane Gas (LPG),3934.8
2013,Materials and Supplies,General Operating Fund,Public Property,Liquid Propane Gas (LPG),1616.4
2013,Materials and Supplies,General Operating Fund,Recreation,Liquid Propane Gas (LPG),7366.95
2013,Materials and Supplies,General Operating Fund,Streets,Liquid Propane Gas (LPG),85780.65
2013,Materials and Supplies,Water Operating Fund,Water,Liquid Propane Gas (LPG),32979.52
2013,Materials and Supplies,Airport Operating Fund,Commerce,Lubricants,456
2013,Materials and Supplies,Grants Revenue Fund,Fire,Lubricants,82
2013,Materials and Supplies,General Operating Fund,Fleet Management,Lubricants,591578.29
2013,Materials and Supplies,Water Operating Fund,Fleet Management,Lubricants,108199.35
2013,Materials and Supplies,Airport Operating Fund,Fleet Management,Lubricants,22922.44
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Lubricants,97.85
2013,Materials and Supplies,General Operating Fund,Health,Lubricants,489.25
2013,Materials and Supplies,Grants Revenue Fund,Health,Lubricants,20.5
2013,Materials and Supplies,General Operating Fund,Human Services,Lubricants,630.24
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Lubricants,2305.26
2013,Materials and Supplies,General Operating Fund,Managing Director,Lubricants,537.6
2013,Materials and Supplies,General Operating Fund,Police,Lubricants,205.08
2013,Materials and Supplies,General Operating Fund,Prisons,Lubricants,228
2013,Materials and Supplies,General Operating Fund,Public Property,Lubricants,11.03
2013,Materials and Supplies,General Operating Fund,Recreation,Lubricants,4971.26
2013,Materials and Supplies,General Operating Fund,Revenue,Lubricants,489.25
2013,Materials and Supplies,General Operating Fund,Streets,Lubricants,35355.25
2013,Materials and Supplies,Water Operating Fund,Water,Lubricants,44402.1
2013,Purchase of Services,General Operating Fund,Board of Ethics,Maint/support-computr Hardware/soft,1172.93
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Maint/support-computr Hardware/soft,986.1
2013,Purchase of Services,Grants Revenue Fund,City Commissioners,Maint/support-computr Hardware/soft,81073.78
2013,Purchase of Services,General Operating Fund,City Controller,Maint/support-computr Hardware/soft,15358.07
2013,Purchase of Services,General Operating Fund,City Council,Maint/support-computr Hardware/soft,17509.81
2013,Purchase of Services,Airport Operating Fund,Commerce,Maint/support-computr Hardware/soft,482921.25
2013,Purchase of Services,General Operating Fund,Director of Finance,Maint/support-computr Hardware/soft,30023.31
2013,Purchase of Services,General Operating Fund,District Attorney,Maint/support-computr Hardware/soft,72753.85
2013,Purchase of Services,Grants Revenue Fund,District Attorney,Maint/support-computr Hardware/soft,31019.06
2013,Purchase of Services,General Operating Fund,Fleet Management,Maint/support-computr Hardware/soft,27501
2013,Purchase of Services,General Operating Fund,Free Library,Maint/support-computr Hardware/soft,121864.68
2013,Purchase of Services,Grants Revenue Fund,Free Library,Maint/support-computr Hardware/soft,247572.14
2013,Purchase of Services,General Operating Fund,Health,Maint/support-computr Hardware/soft,35198.22
2013,Purchase of Services,Grants Revenue Fund,Health,Maint/support-computr Hardware/soft,15389.29
2013,Purchase of Services,Acute Care Hospital Assessment Fund,Health,Maint/support-computr Hardware/soft,3321.45
2013,Purchase of Services,General Operating Fund,Human Services,Maint/support-computr Hardware/soft,53732.09
2013,Purchase of Services,Grants Revenue Fund,Human Services,Maint/support-computr Hardware/soft,227238.08
2013,Purchase of Services,General Operating Fund,Law,Maint/support-computr Hardware/soft,1584.07
2013,Purchase of Services,Water Operating Fund,Law,Maint/support-computr Hardware/soft,102.78
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Maint/support-computr Hardware/soft,5277.75
2013,Purchase of Services,General Operating Fund,Managing Director,Maint/support-computr Hardware/soft,52276.52
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Maint/support-computr Hardware/soft,267
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Maint/support-computr Hardware/soft,4419254.15
2013,Purchase of Services,Water Operating Fund,MDO-Office of Technology,Maint/support-computr Hardware/soft,424976.91
2013,Purchase of Services,Airport Operating Fund,MDO-Office of Technology,Maint/support-computr Hardware/soft,757317.88
2013,Purchase of Services,Community Development Fund,Office of Housing,Maint/support-computr Hardware/soft,48827.73
