FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2014,Personal Services,General Operating Fund,Public Property,Dual/relief-full time-civilian,11232
2014,Purchase of Services,General Operating Fund,Public Property,Dues,4440
2014,Purchase of Services,General Operating Fund,Public Property,Electric Current-structures/streets,20098858
2014,Materials and Supplies,General Operating Fund,Public Property,Electrical and Communication,223602
2014,Equipment,General Operating Fund,Public Property,Electrical Lighting Communication,15235
2014,Materials and Supplies,General Operating Fund,Public Property,Fire Fighting and Safety,4354
2014,Materials and Supplies,General Operating Fund,Public Property,Food,267
2014,Materials and Supplies,General Operating Fund,Public Property,Fuel -- Heating and Lighting,66234
2014,Equipment,General Operating Fund,Public Property,Furniture and Furnishings,29254
2014,Purchase of Services,General Operating Fund,Public Property,Gas Services,7218488
2014,Materials and Supplies,General Operating Fund,Public Property,General Equipment and Machinery,15812
2014,Materials and Supplies,General Operating Fund,Public Property,General Hardware and Minor Tools,73962
2014,Purchase of Services,General Operating Fund,Public Property,Ground and Building Rental,19098115
2014,Personal Services,General Operating Fund,Public Property,"Holiday ""G""(2/3 Shifts)",32724
2014,Materials and Supplies,General Operating Fund,Public Property,Hospital and Laboratory,619
2014,Purchase of Services,General Operating Fund,Public Property,Information Technology-prof Service,30033
2014,Purchase of Services,General Operating Fund,Public Property,Janitorial Services,4190744
2014,Materials and Supplies,General Operating Fund,Public Property,"Janitorial, Laundry and Household",66300
2014,Purchase of Services,General Operating Fund,Public Property,Legal Services,6
2014,Purchase of Services,General Operating Fund,Public Property,Licenses Permits Inspection Charges,1184
2014,Materials and Supplies,General Operating Fund,Public Property,Liquid Propane Gas (LPG),1077
2014,Purchase of Services,General Operating Fund,Public Property,Maint/support-computr Hardware/soft,866
2014,Materials and Supplies,General Operating Fund,Public Property,Motor Vehicle Parts and Accessories,14000
2014,Materials and Supplies,General Operating Fund,Public Property,Office Materials and Supplies,32642
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Other Non-automotive,972304
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Other Non-automotive/non-punitive,14617
2014,Personal Services,General Operating Fund,Public Property,Overtime-civilian,914498
2014,Payments to Other Funds,General Operating Fund,Public Property,Payments To Capital Projects Fund,2914000
2014,Payments to Other Funds,General Operating Fund,Public Property,Payments To Other Funds,3259
2014,Payments to Other Funds,General Operating Fund,Public Property,Payments To The Aviation Fund,983574
2014,Payments to Other Funds,General Operating Fund,Public Property,Payments To Water Fund,22035108
2014,Personal Services,General Operating Fund,Public Property,Perm Full Time-civilian,6300861
2014,Materials and Supplies,General Operating Fund,Public Property,Plumbing/air Conditioning/space Htg,120119
2014,Equipment,General Operating Fund,Public Property,Plumbing/air Conditioning/space Htg,108498
2014,Personal Services,General Operating Fund,Public Property,Plus/minus Gross Adj,44852
2014,Purchase of Services,General Operating Fund,Public Property,Postage,7326
2014,Materials and Supplies,General Operating Fund,Public Property,"Precision, Photographic and Artists",21964
2014,Materials and Supplies,General Operating Fund,Public Property,Printing,1272
2014,Purchase of Services,General Operating Fund,Public Property,Professional Consult/spec Services,81857617
2014,Purchase of Services,General Operating Fund,Public Property,Purchase of Services Control,1018
2014,Purchase of Services,General Operating Fund,Public Property,Repair and Maintenance Charges,5160359
2014,Personal Services,General Operating Fund,Public Property,Salary Control,133867
2014,Purchase of Services,General Operating Fund,Public Property,Seminar and Training Sessions,5682
2014,Personal Services,General Operating Fund,Public Property,Shift,17319
2014,Personal Services,General Operating Fund,Public Property,Sick Pay(b Time)-civilian,45664
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Sidewalk Falls,645832
2014,Materials and Supplies,General Operating Fund,Public Property,Small Power Tools and Hand Tools,5593
2014,Purchase of Services,General Operating Fund,Public Property,Steam For Heating,2883057
2014,Purchase of Services,General Operating Fund,Public Property,Telephone,1436
2014,Personal Services,General Operating Fund,Public Property,Temporary/seasonal,102717
2014,Purchase of Services,General Operating Fund,Public Property,Transportation,12150
2014,Purchase of Services,Water Operating Fund,Public Property,Ground and Building Rental,3786428
2014,Purchase of Services,Airport Operating Fund,Public Property,Electric Current-structures/streets,16174549
2014,Purchase of Services,Airport Operating Fund,Public Property,Gas Services,6900000
2014,Equipment,General Operating Fund,Human Services,Agricultural and Botanical,195
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Human Services,Auto - Motor Vehicle,162000
2014,Materials and Supplies,General Operating Fund,Human Services,Books and Other Publications,591
2014,Materials and Supplies,General Operating Fund,Human Services,Building and Construction,2520
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Human Services,Civil Rights - Non-punitive Damages,1000
2014,Purchase of Services,General Operating Fund,Human Services,Commercial off-shelf Comp Software,223484
2014,Equipment,General Operating Fund,Human Services,Computer Equipment & Peripherals,172193
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Human Services,Contract Claims-city Breach Contrct,49105
2014,Purchase of Services,General Operating Fund,Human Services,Court Reporters,7405
2014,Materials and Supplies,General Operating Fund,Human Services,Dry Goods/notions/wearing Apparel,58732
2014,Materials and Supplies,General Operating Fund,Human Services,Electrical and Communication,1924
2014,Equipment,General Operating Fund,Human Services,Electrical Lighting Communication,12270
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Human Services,Employee Claims-nonworkcomp/non-pun,5000
2014,Materials and Supplies,General Operating Fund,Human Services,Fire Fighting and Safety,18048
2014,Materials and Supplies,General Operating Fund,Human Services,Food,298920
2014,Equipment,General Operating Fund,Human Services,Furniture and Furnishings,44163
2014,Equipment,General Operating Fund,Human Services,General Equipment and Machinery,340
2014,Materials and Supplies,General Operating Fund,Human Services,General Hardware and Minor Tools,4178
2014,Purchase of Services,General Operating Fund,Human Services,Ground and Building Rental,692378
2014,Personal Services,General Operating Fund,Human Services,"Holiday ""G""(2/3 Shifts)",72410
2014,Materials and Supplies,General Operating Fund,Human Services,Hospital and Laboratory,58
2014,Purchase of Services,General Operating Fund,Human Services,Information Technology-prof Service,1944768
2014,Equipment,General Operating Fund,Human Services,Janitorial and Laundry,5238
2014,Purchase of Services,General Operating Fund,Human Services,Janitorial Services,659
2014,Materials and Supplies,General Operating Fund,Human Services,"Janitorial, Laundry and Household",41240
2014,Purchase of Services,General Operating Fund,Human Services,Lease Payments-phila Municipal Auth,2562468
2014,Purchase of Services,General Operating Fund,Human Services,Legal Services,684427
2014,Purchase of Services,General Operating Fund,Human Services,Maint/support-computr Hardware/soft,67496
2014,Materials and Supplies,General Operating Fund,Human Services,Materials & Supplies Control,1063
2014,Purchase of Services,General Operating Fund,Human Services,Mental Health & Retardation Service,815581
2014,Equipment,General Operating Fund,Human Services,Office Equipment,68822
2014,Materials and Supplies,General Operating Fund,Human Services,Office Materials and Supplies,86797
2014,Purchase of Services,General Operating Fund,Human Services,Other Expenses (Not Otherwise Classified),227
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Human Services,Other Non-automotive/non-punitive,181
2014,Personal Services,General Operating Fund,Human Services,Overtime-civilian,1652792
2014,Personal Services,General Operating Fund,Human Services,Overtime/shift-dual/relief,2270
2014,Purchase of Services,General Operating Fund,Human Services,Payments For Care of Individuals,41221134
2014,Personal Services,General Operating Fund,Human Services,Perm Full Time-civilian,20523859
2014,Personal Services,General Operating Fund,Human Services,Perm Full Time-uniform,6546
2014,Equipment,General Operating Fund,Human Services,Plumbing/air Conditioning/space Htg,1021
2014,Personal Services,General Operating Fund,Human Services,Plus/minus Gross Adj,71359
2014,Purchase of Services,General Operating Fund,Human Services,Postage,27013
2014,Materials and Supplies,General Operating Fund,Human Services,"Precision, Photographic and Artists",43833
2014,Materials and Supplies,General Operating Fund,Human Services,Printing,3984
2014,Equipment,General Operating Fund,Human Services,Printing and Binding,826
2014,Purchase of Services,General Operating Fund,Human Services,Professional Consult/spec Services,27369658
2014,Purchase of Services,General Operating Fund,Human Services,Purchase Services-imprest Advances,3424
2014,Materials and Supplies,General Operating Fund,Human Services,Recreational and Educational,8160
2014,Purchase of Services,General Operating Fund,Human Services,Refuse/garbage/silt/sludge Removal,1118
2014,Purchase of Services,General Operating Fund,Human Services,Rent/Lease-Purchase Computer Equipment,749
2014,Purchase of Services,General Operating Fund,Human Services,Rental of Parking Spaces,18013
2014,Purchase of Services,General Operating Fund,Human Services,Rents,191882
2014,Purchase of Services,General Operating Fund,Human Services,Repair and Maintenance Charges,81630
2014,Personal Services,General Operating Fund,Human Services,Salary Control,413841
2014,Purchase of Services,General Operating Fund,Human Services,Seminar and Training Sessions,294690
2014,Personal Services,General Operating Fund,Human Services,Shift,30385
2014,Personal Services,General Operating Fund,Human Services,Sick Pay(b Time)-civilian,2767
2014,Materials and Supplies,General Operating Fund,Human Services,Small Power Tools and Hand Tools,249
2014,Purchase of Services,General Operating Fund,Human Services,Telephone,58853
2014,Purchase of Services,General Operating Fund,Human Services,Transportation,60
2014,Personal Services,General Operating Fund,Human Services,Uniform Stress Pay,558
2014,Equipment,General Operating Fund,Human Services,Vehicles -- Motor and Motorless,104575
2014,Purchase of Services,Grants Revenue Fund,Human Services,Advertising/Promotional Activities,75
2014,Equipment,Grants Revenue Fund,Human Services,Agricultural and Botanical,195
2014,Materials and Supplies,Grants Revenue Fund,Human Services,"Bakeshop, Dining Room and Kitchen",245
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Books and Other Publications,1124
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Building and Construction,4214
2014,Purchase of Services,Grants Revenue Fund,Human Services,Cleaning and Laundering,5048
2014,Purchase of Services,Grants Revenue Fund,Human Services,Commercial off-shelf Comp Software,491659
2014,Equipment,Grants Revenue Fund,Human Services,Computer Equipment & Peripherals,343646
2014,Purchase of Services,Grants Revenue Fund,Human Services,Court Reporters,23190
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Dry Goods/notions/wearing Apparel,74730
2014,Purchase of Services,Grants Revenue Fund,Human Services,Dues,30187
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Electrical and Communication,6104
2014,Equipment,Grants Revenue Fund,Human Services,Electrical Lighting Communication,43775
2014,Personal Services,Grants Revenue Fund,Human Services,FICA Taxes,2601860
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Fire Fighting and Safety,66290
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Food,436254
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Fuel -- Heating and Lighting,36
2014,Equipment,Grants Revenue Fund,Human Services,Furniture and Furnishings,440227
2014,Materials and Supplies,Grants Revenue Fund,Human Services,Gasoline,18
2014,Materials and Supplies,Grants Revenue Fund,Human Services,General Equipment and Machinery,916
2014,Equipment,Grants Revenue Fund,Human Services,General Equipment and Machinery,740
2014,Materials and Supplies,Grants Revenue Fund,Human Services,General Hardware and Minor Tools,10619
2014,Purchase of Services,Grants Revenue Fund,Human Services,Ground and Building Rental,1329467
2014,Personal Services,Grants Revenue Fund,Human Services,Group Legal Insurance,121293
2014,Personal Services,Grants Revenue Fund,Human Services,Group Life Insurance,103194
2014,Personal Services,Grants Revenue Fund,Human Services,"Holiday ""G""(2/3 Shifts)",297695
